event,scenario,main_character,emotion1,emotion2,emotion3,emotion4,answer,context_type
Austin reached their goals before the deadline and moved onto the next project enthusiastically.,Austin reached their goals well before the deadline and moved onto the next project.,Austin,Sadness,Relief,Gratitude,Pride,Pride,time
Tracy would not let Casey leave because he owed her rent.,Tracy would not let Casey leave even after paying her rent.,Casey,Relief,Guilt,Joy,Anger,Annoyance,time
Tracy would not let Casey leave because he owed her rent.,Tracy would not let Casey leave before paying her rent.,Casey,Relief,Guilt,Joy,Anger,Guilt,time
Tracy finally got her dream job after a long stretch of grueling preparation.,Tracy got a job in her own city.,Tracy,Anger,Joy,Pride,Concern,Joy,place
Tracy finally got her dream job after a long stretch of grueling preparation.,Tracy got a job in a third-world.,Tracy,Anger,Joy,Pride,Concern,Concern,place
Tracy didn't know much about math so they decided to get a tutor.,Tracy didn't know much about math so they decided to get a tutor who was her best friend.,Tracy,Suspicion,Suspicion,Comfortableness,Anxiety,Comfortableness,agent
Tracy didn't know much about math so they decided to get a tutor.,Tracy didn't know much about math so they decided to get a tutor who was very strict.,Tracy,Suspicion,Suspicion,Comfortableness,Anxiety,Anxiety,agent
Robin made Cameron's ass move by shouting at Cameron while they were working out.,Robin made Cameron move by shouting at Cameron at the public gym.,Cameron,Submission,Rage,Love,Embarrassment,Embarrassment,place
Robin made Cameron's ass move by shouting at Cameron while they were working out.,Robin made Cameron move by shouting at Cameron at the military.,Cameron,Submission,Rage,Love,Embarrassment,Submission,place
Jesse changed Ash's diaper everyday for a few years.,"Jesse, Ash's dad, changed Ash's diaper every day for a few years.",Ash,Displeasure,Fear,Gratitude,Indifference,Indifference,agent
Jesse changed Ash's diaper everyday for a few years.,"Jesse, the hired caregiver, changed Ash's diaper every day for a few years.",Ash,Displeasure,Fear,Gratitude,Indifference,Gratitude,agent
Quinn had a research paper due at midnight. Quinn took a five minute break.,Quinn had a research paper due at midnight. Quinn took an eight-hour break after submission.,Quinn,Determination,Rage,Anxiety,Joy,Relief,time
Quinn had a research paper due at midnight. Quinn took a five minute break.,Quinn had a research paper due at midnight. Quinn took an eight-hour break before submission.,Quinn,Determination,Rage,Anxiety,Joy,Remorse,time
Remy bought a ticket to a concert after days of thinking about spending the money or not.,Remy bought a ticket to a concert for himself after a year of thinking about spending the money or not.,Remy,Rage,Anticipation,Fear,Love,Anticipation,agent
Remy bought a ticket to a concert after days of thinking about spending the money or not.,Remy bought a ticket to a concert for his parents after a year of thinking about spending the money or not. ,Remy,Rage,Anticipation,Fear,Love,Love,agent
Jan was trying to train their employees for unseen circumstances they may encounter.,"For 30 minutes, Jan trains their employees for unseen circumstances they may encounter.",Jan,Determination,Impatience,Concern,Pride,Concern,time
Jan was trying to train their employees for unseen circumstances they may encounter.,"For months, Jan trains their employees for unseen circumstances they may encounter.",Jan,Determination,Impatience,Concern,Pride,Determination,time
"Tracy didn't catch any fish, so Tracy recast the net a second time.",Tracy had been fishing all day and had not caught a single fish. She tried once more before it got dark.,Tracy,Guilt,Exhaustion,Displeasure,Interest,Displeasure,time
"Tracy didn't catch any fish, so Tracy recast the net a second time.",Tracy was fishing early in the morning and decided to recast the net right away without taking a break.,Tracy,Guilt,Exhaustion,Displeasure,Interest,Interest,time
Sydney had a crush on a boy she met over the summer.,Sydney had a crush on a boy she met over the summer. They shared the same grandparents.,Sydney,Ecstasy,Admiration,Discouragement,Interest,Discouragement,agent
Sydney had a crush on a boy she met over the summer.,Sydney had a crush on a boy she met over the summer. He was single.,Sydney,Ecstasy,Admiration,Discouragement,Interest,Interest,agent
Jordan gathered together supplies so that the family would be able to get through the hurricane.,Jordan gathered together supplies so that the family would be able to get through the hurricane that was happening in an hour.,Jordan,Boredom,Relief,Terror,Surrender,Terror,time
Jordan gathered together supplies so that the family would be able to get through the hurricane.,Jordan had been gathering supplies for the past three years so that the family would be able to get through the hurricane.,Jordan,Boredom,Relief,Terror,Surrender,Relief,time
Bailey is a member of the National Honors Society at her school. This group wanted to raise money for their class to go on a field trip. Bailey join forces with the other members of the group as they held a fundraising event.,Bailey is a member of the National Honors Society at her school. This group wanted to raise money for their class to go on a field trip. Bailey joined forces with the other members of the group as they started fundraising one month before the trip.,Bailey,Trust,Optimism,Devotion,Remorse,Optimism,time
Bailey is a member of the National Honors Society at her school. This group wanted to raise money for their class to go on a field trip. Bailey join forces with the other members of the group as they held a fundraising event.,Bailey is a member of the National Honors Society at her school. This group wanted to raise money for their class to go on a field trip. Bailey joined forces with the other members of the group as they started fundraising one week after the trip.,Bailey,Trust,Optimism,Devotion,Remorse,Remorse,time
Bailey made Alex deposit every cash dollar he earned into his bank account instead of wasting it.,Bailey made his wealth management client Alex deposit every cash dollar he earned into his bank account instead of wasting it.,Alex,Trust,Annoyance,Helplessness,Lonesomeness,Trust,agent
Bailey made Alex deposit every cash dollar he earned into his bank account instead of wasting it.,Bailey made his neighbor Alex deposit every cash dollar he earned into his bank account instead of wasting it.,Alex,Trust,Annoyance,Helplessness,Lonesomeness,Annoyance,agent
Jordan had to drop their close friend Sasha off at the airport. Jordan brought Sasha early for their international flight.,"Jordan had to drop their close friend Sasha off at the airport. Jordan brought Sasha early for their international flight at a busy, rush fulled airport",Jordan,Comfortableness,Fear,Anxiety,Annoyance,Anxiety,place
Jordan had to drop their close friend Sasha off at the airport. Jordan brought Sasha early for their international flight.,"Jordan had to drop their close friend Sasha off at the airport. Jordan brought Sasha early for their international flight at a quiet, less crowded airport",Jordan,Comfortableness,Fear,Anxiety,Annoyance,Comfortableness,place
"Jesse's friend threw a surprise party for Jesse.  Therefore, Jesse showed their appreciation.",Jesse's friend threw a surprise party for Jesse at their study room.,Jesse,Annoyance,Embarrassment,Submission,Joy,Embarrassment,place
"Jesse's friend threw a surprise party for Jesse.  Therefore, Jesse showed their appreciation.",Jesse's friend threw a surprise party for Jesse at their resort.,Jesse,Annoyance,Embarrassment,Submission,Joy,Joy,place
I was sitting on the bench crying when Kai walked up.,"I was sitting on the bench crying when my boyfriend, Kai, walked up.",I,sympathy,Trust,Indifference,Annoyance,Trust,agent
I was sitting on the bench crying when Kai walked up.,I was sitting on the bench crying when a gangster Kai walked up.,I,sympathy,Trust,Indifference,Annoyance,Annoyance,agent
Ash sent their daughter to the store to buy fruit.,Ash sent their daughter to the store to buy fruit twice a day.,Their daughter,Oppression,Ecstasy,interest,intimidation,Oppression,time
Ash sent their daughter to the store to buy fruit.,Ash sent their daughter to the store to buy fruit once a week.,Their daughter,Oppression,Ecstasy,interest,intimidation,interest,time
Sasha gave a briefing of the expense report to her boss.,Sasha gave a briefing of the expense report to her boss very late.,Boss,Joy,Gratitude,Anger,Surprise,Anger,time
Sasha gave a briefing of the expense report to her boss.,Sasha gave a briefing of the expense report to her boss once a month.,Boss,Joy,Gratitude,Anger,Surprise,Gratitude,time
Tracy wanted to hear the guilty verdict on the criminal who assaulted her.,"Tracy wanted to hear the guilty verdict on the criminal who assaulted her, delivered by a respected judge known for their fairness.",Tracy,Anger,Jealousy,Sympathy,Relief,Relief,agent
Tracy wanted to hear the guilty verdict on the criminal who assaulted her.,"Tracy wanted to hear the guilty verdict on the criminal who assaulted her, delivered by an inexperienced judge recently criticized for bias.",Tracy,Anger,Jealousy,Sympathy,Relief,Sympathy,agent
Sydney is the best player and she shot a three pointer.,Sydney is the best player and she shot a three-pointer during a critical moment in the final seconds of the championship game.,Sydney,Concern,Anticipation,Rage,Ecstasy,Ecstasy,time
